epoch,accuracy,loss,val_accuracy,val_loss
0,0.4148416519165039,2.3391611576080322,0.49309998750686646,1.74049711227417
1,0.4834916591644287,1.6178687810897827,0.522933304309845,1.3924480676651
2,0.5154250264167786,1.3880397081375122,0.5455999970436096,1.286782145500183
3,0.5366166830062866,1.2965619564056396,0.5637999773025513,1.2295515537261963
4,0.5509166717529297,1.2397546768188477,0.5771333575248718,1.1871849298477173
5,0.5640666484832764,1.20267915725708,0.5823000073432922,1.1546897888183594
6,0.5720666646957397,1.1746364831924438,0.600266695022583,1.1122788190841675
7,0.5800750255584717,1.155946969985962,0.6019333600997925,1.0910180807113647
8,0.5851916670799255,1.1395652294158936,0.6068333387374878,1.0839380025863647
9,0.5888916850090027,1.1260398626327515,0.6060666441917419,1.0831724405288696
10,0.5941166877746582,1.1119987964630127,0.6229666471481323,1.0448342561721802
11,0.5974833369255066,1.1063328981399536,0.6115000247955322,1.0718106031417847
12,0.6014416813850403,1.097028374671936,0.624833345413208,1.0357160568237305
13,0.6045166850090027,1.0867873430252075,0.6217333078384399,1.0538471937179565
14,0.606291651725769,1.0814181566238403,0.6225333213806152,1.037923812866211
15,0.6095749735832214,1.0740337371826172,0.6099666953086853,1.058918833732605
16,0.6123416423797607,1.068452000617981,0.6210333108901978,1.0345470905303955
17,0.6145250201225281,1.0627923011779785,0.6068333387374878,1.0706900358200073
18,0.6157500147819519,1.0596370697021484,0.6338666677474976,1.0095396041870117
19,0.6182166934013367,1.0534193515777588,0.6344000101089478,1.0042356252670288
20,0.6199333071708679,1.0534776449203491,0.6324999928474426,1.0133639574050903
21,0.620199978351593,1.047822117805481,0.6305333375930786,1.0327866077423096
22,0.622041642665863,1.0433887243270874,0.6377999782562256,0.9912662506103516
23,0.6234333515167236,1.0390456914901733,0.6402666568756104,0.9934207201004028
24,0.6246416568756104,1.0373122692108154,0.6361333131790161,0.9984424710273743
25,0.6256750226020813,1.0334396362304688,0.6483666896820068,0.9760006070137024
26,0.62642502784729,1.0297365188598633,0.6266666650772095,1.0342565774917603
27,0.6289250254631042,1.0265271663665771,0.6329333186149597,1.0106873512268066
28,0.6307916641235352,1.0240843296051025,0.6362333297729492,0.9929335117340088
29,0.630050003528595,1.0204774141311646,0.6384999752044678,0.9938936829566956
30,0.6322583556175232,1.018127679824829,0.6460666656494141,0.9808506965637207
31,0.6318333148956299,1.0153754949569702,0.6409333348274231,0.989700198173523
32,0.6344333291053772,1.013149619102478,0.6439666748046875,0.977232813835144
33,0.633608341217041,1.0112900733947754,0.6484333276748657,0.9697306752204895
34,0.6357333064079285,1.0081526041030884,0.6403999924659729,0.9993919730186462
35,0.6358833312988281,1.0069355964660645,0.6495333313941956,0.9681462049484253
36,0.6367250084877014,1.0056301355361938,0.6491333246231079,0.9655270576477051
37,0.6376500129699707,1.0022562742233276,0.6436333060264587,0.9836212992668152
38,0.6392333507537842,1.00077486038208,0.6484333276748657,0.9683692455291748
39,0.6392166614532471,1.0009238719940186,0.6474000215530396,0.974768877029419
40,0.6387500166893005,0.9973052740097046,0.6443666815757751,0.9807509183883667
41,0.6417750120162964,0.994653582572937,0.6511333584785461,0.9711493253707886
42,0.6407333612442017,0.9949243664741516,0.6391333341598511,0.9965755939483643
43,0.642758309841156,0.9920122027397156,0.6431000232696533,0.9785518646240234
44,0.6424833536148071,0.9903136491775513,0.6473000049591064,0.9776420593261719
45,0.6436416506767273,0.9882348775863647,0.6503333449363708,0.9617452025413513
46,0.6440083384513855,0.9866068959236145,0.6443333625793457,0.982875406742096
47,0.6455583572387695,0.9856030344963074,0.6428666710853577,0.9888362884521484
48,0.6453166604042053,0.9830730557441711,0.6416000127792358,0.9870085120201111
49,0.6449666619300842,0.9829190969467163,0.6555666923522949,0.9505323171615601
50,0.646399974822998,0.9806545376777649,0.656499981880188,0.9560598731040955
51,0.645716667175293,0.9812900424003601,0.6471666693687439,0.9786394238471985
52,0.646091639995575,0.9787437915802002,0.6483666896820068,0.982856810092926
53,0.6469749808311462,0.9788766503334045,0.6496666669845581,0.9637585878372192
54,0.6490499973297119,0.9765592217445374,0.6548333168029785,0.9699102640151978
55,0.651408314704895,0.971610963344574,0.6492666602134705,0.9705629348754883
56,0.6488916873931885,0.9724247455596924,0.6513000130653381,0.9660918116569519
57,0.649649977684021,0.9724538326263428,0.6589666604995728,0.9509502649307251
58,0.6488833427429199,0.9726623296737671,0.6537333130836487,0.9590805172920227
59,0.6516416668891907,0.968772828578949,0.6549666523933411,0.9584429264068604
60,0.6514250040054321,0.9671379327774048,0.6582666635513306,0.9486547708511353
61,0.65256667137146,0.9673366546630859,0.6539999842643738,0.9643176198005676
62,0.6518083214759827,0.9659280776977539,0.6589000225067139,0.9401256442070007
63,0.6518916487693787,0.9668536186218262,0.6654000282287598,0.9255263209342957
64,0.6518916487693787,0.9642354846000671,0.6675333380699158,0.9256894588470459
65,0.6544833183288574,0.9619580507278442,0.6608333587646484,0.945313036441803
66,0.6538166403770447,0.9624139070510864,0.6545666456222534,0.956799328327179
67,0.6558416485786438,0.9602438807487488,0.6588666439056396,0.9438839554786682
68,0.656291663646698,0.960627019405365,0.6581000089645386,0.9372848272323608
69,0.65440833568573,0.9591424465179443,0.661466658115387,0.9383193254470825
70,0.6574083566665649,0.9555544257164001,0.6657999753952026,0.9270616173744202
71,0.6561833620071411,0.9557889699935913,0.6583666801452637,0.9608481526374817
72,0.6578750014305115,0.9554734230041504,0.6567333340644836,0.9515435695648193
73,0.6553000211715698,0.9541460275650024,0.6409666538238525,0.9909552335739136
74,0.6561833620071411,0.955062210559845,0.6672333478927612,0.9255547523498535
75,0.6579499840736389,0.9525282979011536,0.6607666611671448,0.937737226486206
76,0.65788334608078,0.9514820575714111,0.6441333293914795,0.982003927230835
77,0.6584833264350891,0.9504918456077576,0.6623666882514954,0.9362348318099976
78,0.6570000052452087,0.9520748853683472,0.6624666452407837,0.9323323965072632
79,0.658133327960968,0.9491851925849915,0.6701333522796631,0.9204137921333313
80,0.6604916453361511,0.9456534385681152,0.668233335018158,0.9262751340866089
81,0.659683346748352,0.9467875361442566,0.6517000198364258,0.9594390988349915
82,0.6593583226203918,0.9467942118644714,0.6677666902542114,0.9200957417488098
83,0.6588249802589417,0.9469431042671204,0.6656000018119812,0.9306831359863281
84,0.6587749719619751,0.947639524936676,0.6535666584968567,0.9598085880279541
85,0.6597416400909424,0.9451460242271423,0.6386333107948303,1.0000560283660889
86,0.6611916422843933,0.94278883934021,0.661300003528595,0.939527153968811
87,0.6616666913032532,0.9423251152038574,0.6521000266075134,0.9501287341117859
88,0.6600000262260437,0.941882312297821,0.6758666634559631,0.9040617346763611
89,0.6617083549499512,0.9419479370117188,0.6658333539962769,0.9310353398323059
90,0.6604499816894531,0.9414260387420654,0.6594666838645935,0.9527774453163147
91,0.6635666489601135,0.9387610554695129,0.6657333374023438,0.9283402562141418
92,0.6625833511352539,0.9394084811210632,0.6606666445732117,0.9356238842010498
93,0.6624249815940857,0.9398136734962463,0.6633666753768921,0.9300352334976196
94,0.6618166565895081,0.9406378865242004,0.6483333110809326,0.9818393588066101
95,0.6635666489601135,0.9361530542373657,0.6615333557128906,0.9359237551689148
96,0.6613166928291321,0.939032793045044,0.6732000112533569,0.9070318937301636
97,0.6636833548545837,0.9356999397277832,0.6539666652679443,0.9538333415985107
98,0.6645583510398865,0.9323859214782715,0.6655666828155518,0.9235677719116211
